CleanTitle,Profile Name,WatchedTime,watched_time_dawn,watched_time_morning,watched_time_afternoon,watched_time_night,count_per_title,last_watched_date,first_watched_date,seg_views,ter_views,qua_views,qui_views,sex_views,sab_views,dom_views,jan_views,fev_views,mar_views,abr_views,mai_views,jun_views,jul_views,ago_views,set_views,out_views,nov_views,dez_views,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime,nota,avg_duration_per_session,day_between,is_tv,is_in_list,has_rated,engagement_score,is_mature,watched_time
dungeon meshi,Jose,0 days 00:15:38,0.0,0.0,0.0,938.0,2,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,dungeon meshi,Dungeon Meshi,"[16, 35, 10759, 10765]",https://image.tmdb.org/t/p/w500/A7SBIS42Kmg4FmzDuNvQSPaI3kc.jpg,tv,34.719,2,8.4,293,[26],2,['JP'],"['monster', 'cooking', 'based on manga', 'dungeon', 'fantasy world', 'seinen', 'gourmet', 'anime', 'high fantasy', 'gastronomy', 'cat girl', 'dreary', 'adventure', 'elf', 'dungeon crawling']",-1,5,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:07:49,,1,0,0,3.9953907203907204,1,938.0
baki hanma,Jose,0 days 00:15:22,0.0,0.0,922.0,0.0,3,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,baki hanma,Baki Hanma,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/m6qcOPFIkqUOo87g6sP2371lolB.jpg,tv,24.278,5,8.065,545,[24],2,['JP'],"['fight', 'based on manga', 'anime', 'original net animation (ona)']",-1,5,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:05:07.333333333,,1,0,0,4.0603835978835985,1,922.0
a mulher na cabine 10,Jose,0 days 00:15:16,0.0,0.0,0.0,916.0,3,,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,a mulher na cabine 10,A Mulher na Cabine 10,"[9648, 53, 80]",https://image.tmdb.org/t/p/w500/tEKwL15WOLqg1SNXFG1Va4R2f0A.jpg,movie,8.3511,1,6.197,929,92,,['GB'],"['journalist', 'based on novel or book', 'boat', 'investigation', 'fake identity', 'murder', 'terminal cancer', 'luxury yacht', 'mystery', 'melodramatic']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:05:05.333333333,,0,0,0,3.8229641131815044,1,916.0
vingança & castigo,Jose,0 days 00:15:07,0.0,0.0,907.0,0.0,2,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,vingança & castigo,Vingança & Castigo,[37],https://image.tmdb.org/t/p/w500/29WYtxffy1NJhxXZ8al5XJ8US1s.jpg,movie,4.3544,5,6.634,1182,139,,['US'],"['prison', 'release from prison', 'revenge', 'bank robbery', 'cowboy', 'wild west', 'quick draw', 'outlaw gang', '19th century', 'amused', 'commanding', 'compassionate', 'exuberant']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:07:33.500000,,0,0,0,3.5370189562635606,1,907.0
treta,Léo,0 days 00:14:59,0.0,0.0,373.0,526.0,3,,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,treta,Treta,"[35, 18]",https://image.tmdb.org/t/p/w500/oJJ3sJBpbCzq2t6hKccqDcMJc7v.jpg,tv,19.1136,3,7.7,868,,2,['US'],"['husband wife relationship', 'midlife crisis', 'marriage', 'coercion', 'anthology', 'revenge', 'dark comedy', 'billionaire', 'los angeles, california', 'east asian lead', 'road rage', 'country club', 'art exhibition', 'unfaithful wife', 'asian american', 'offbeat', 'intense', 'favors']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:04:59.666666666,,1,0,0,3.6175595238095237,1,899.0
a maldição da residência hill,Jose,0 days 00:14:55,0.0,0.0,895.0,0.0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,a maldição da residência hill,A Maldição da Residência Hill,"[9648, 18]",https://image.tmdb.org/t/p/w500/mQQGdDgn4WpUL9PXssHecWkjfi1.jpg,tv,20.8748,8,8.094,2654,,1,['US'],"['sibling relationship', 'based on novel or book', 'haunted house', 'supernatural', 'family relationships', 'old dark house', 'ghost', 'curious', 'supernatural power', 'supernatural horror', 'horror']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:14:55,,1,0,0,3.614781746031746,1,895.0
a killer paradox,Anas,0 days 00:13:18,0.0,0.0,798.0,0.0,1,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,a killer paradox,A Killer Paradox,"[80, 35, 9648, 18]",https://image.tmdb.org/t/p/w500/dNZyFS8iviJQiBTieLe76iatcxn.jpg,tv,9.6483,2,7.4,177,,1,['KR'],"['detective', 'hacker', 'ex-cop', 'serial killer', 'young adult', 'antihero', 'based on webcomic or webtoon', 'dark fiction']",-1,5,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:13:18,,1,0,0,3.547420634920635,1,798.0
dupla jornada,Jose,0 days 00:12:10,730.0,0.0,0.0,0.0,3,,,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,dupla jornada,Dupla Jornada,"[28, 14, 27, 35, 53]",https://image.tmdb.org/t/p/w500/gmY6yEyvLlkqrgqYNXPp1llPZeT.jpg,movie,4.376,4,6.742,2164,113,,['US'],"['california', 'vampire', 'vampire hunter (slayer)', 'los angeles, california', 'buddy comedy']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:04:03.333333333,,0,0,0,3.5316020508498385,1,730.0
sem piedade,Jose,0 days 00:12:10,730.0,0.0,0.0,0.0,2,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,sem piedade,Sem Piedade,"[10759, 18]",https://image.tmdb.org/t/p/w500/fFhFbLwsiox0pyRwDgerwoEa4OK.jpg,tv,8.7353,1,7.734,141,,1,['KR'],"['investigation', 'miniseries', 'death', 'death of brother', 'aggressive', 'brother brother relationship', 'based on webcomic or webtoon', 'excited']",-1,5,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:06:05,,1,0,0,3.5001984126984125,1,730.0
clickbait,Jose,0 days 00:12:09,729.0,0.0,0.0,0.0,1,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,clickbait,Clickbait,"[18, 9648, 80]",https://image.tmdb.org/t/p/w500/q42t4S113jebD1khigJt8z3m1mD.jpg,tv,3.9637,5,7.1,425,[44],1,['US'],"['san francisco, california', 'adultery', 'detective', 'kidnapping', 'psychological thriller', 'missing person', 'social media', 'multiple perspectives', 'viral video', 'family man', 'geocache', 'brother sister relationship', 'adulterous affair', 'secrets', 'marital issues', 'mystery', 'clickbait']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:12:09,,1,0,0,3.453481240981241,1,729.0
adoráveis mulheres,Anas,0 days 00:11:34,0.0,0.0,0.0,694.0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,adoráveis mulheres,Adoráveis Mulheres,"[18, 10749]",https://image.tmdb.org/t/p/w500/1dwhsiuvNyQmA9ytp3T40uz4MOv.jpg,movie,9.5832,7,7.854,6761,134,,['US'],"['new york city', 'sibling relationship', 'based on novel or book', 'massachusetts', 'affectation', 'coming of age', 'remake', 'period drama', 'american civil war', 'christmas', '19th century', 'sister sister relationship', 'female writer', 'clinical', '1860s', 'sisters', 'whimsical', 'dignified']",-1,1,1,0,0,0,0,0,0,5.9865079365079366,0 days 00:11:34,,0,0,0,3.4248460080549634,0,694.0
manifest,Jose,0 days 00:11:18,0.0,0.0,0.0,678.0,1,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,manifest,Manifest: O Mistério do Voo 828,"[10765, 9648, 18]",https://image.tmdb.org/t/p/w500/rRKLin0R9gYxpR33W7e4cxx5swI.jpg,tv,46.0536,8,7.629,1753,[42],4,['US'],"['new york city', 'time travel', 'investigation', 'presumed dead', 'passengers', 'airplane flight']",-1,3,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:11:18,,1,0,0,3.441666666666667,1,678.0
a grande ilusão,Jose,0 days 00:11:14,674.0,0.0,0.0,0.0,2,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,a grande ilusão,A Grande Ilusão,"[18, 80, 9648]",https://image.tmdb.org/t/p/w500/6vz0VvDYCyGNMMrvjyFldcd62i0.jpg,tv,8.7846,2,7.129,450,,1,['GB'],"['based on novel or book', 'conspiracy', 'miniseries', 'murder investigation', 'mystery', 'thriller']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:05:37,,1,0,0,3.4613095238095237,1,674.0
realeza,Anas,0 days 00:10:47,0.0,0.0,647.0,0.0,1,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,realeza,Realeza Majestosa King-Ohger,"[10759, 10765, 10762]",https://image.tmdb.org/t/p/w500/9DTsXGdP9KZeA0hF3Ga8JLY1R5R.jpg,tv,21.6678,3,7.8,19,[25],2,['JP'],"['insect', 'hero', 'superhero', 'giant monster', 'king', 'super power', 'superhero team', 'kaiju', 'female superhero', 'sentai', 'super sentai', 'sentient machine', 'henshin heroes', 'tokusatsu', 'action']",-1,-1,0,1,0,0,0,0,0,5.9865079365079366,0 days 00:10:47,,1,0,0,3.712142857142857,0,647.0
a criatura de gyeongseong,Jose,0 days 00:10:46,646.0,0.0,0.0,0.0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,a criatura de gyeongseong,A Criatura de Gyeongseong,"[10765, 9648, 10759, 18]",https://image.tmdb.org/t/p/w500/tbHf9E7VkI0uFOfwEtcPWNoMjN8.jpg,tv,13.2019,3,7.964,303,,2,['KR'],"['monster', 'survival', 'hospital', '1940s', 'japanese occupation of korea', 'cliché']",-1,5,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:10:46,,1,0,0,3.4418650793650793,1,646.0
pluto,Jose,0 days 00:10:43,0.0,0.0,643.0,0.0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,pluto,PLUTO,"[16, 10765, 9648, 80]",https://image.tmdb.org/t/p/w500/tDFSYOVUmDVkEBjfxZs59r2qSo4.jpg,tv,18.4888,3,7.9,225,,1,['JP'],"['artificial intelligence (a.i.)', 'android', 'futuristic', 'mecha', 'based on manga', 'robot', 'ethical dilemma', 'seinen', 'murder mystery', 'anime', 'psychological', 'astro boy', 'original net animation (ona)']",-1,3,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:10:43,,1,0,0,3.439781746031746,1,643.0
oats studios,Jose,0 days 00:10:24,0.0,0.0,0.0,624.0,2,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,oats studios,OATS Studios,[10765],https://image.tmdb.org/t/p/w500/xv2Q6SPUbe3WYIQC2n2sfBT8w6b.jpg,tv,3.9952,5,6.6,80,,1,['US'],[],-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:05:12,,1,0,0,3.4265873015873014,1,624.0
tomb raider,Jose,0 days 00:10:06,0.0,0.0,0.0,606.0,2,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tomb raider,Tomb Raider: A Origem,"[28, 12, 14]",https://image.tmdb.org/t/p/w500/56liuoIqTQJazDV8BqonmoMvl9N.jpg,movie,7.4605,8,6.367,8281,122,,"['JP', 'GB', 'US']","['island', 'treasure hunt', 'remake', 'female protagonist', 'heiress', 'based on video game', 'bicycle courier', 'missing person', 'reboot', 'peril', 'slave labor', 'father daughter relationship']",-1,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:05:03,,0,0,0,3.4071883944834767,0,606.0
the witcher,Jose,0 days 00:09:44,0.0,0.0,0.0,584.0,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,the witcher,The Witcher,"[18, 10759]",https://image.tmdb.org/t/p/w500/uJ1kQWTY1nElMcrrbHtDitbV85K.jpg,tv,64.6418,7,7.935,6602,,4,['US'],"['based on novel or book', 'monster', 'mutant', 'magic', 'mutation', 'fantasy world', 'dark fantasy']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:09:44,,1,0,0,3.3988095238095237,1,584.0
kill bill,Léo,0 days 00:08:55,0.0,0.0,0.0,535.0,2,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,kill bill,Kill Bill: Volume 1,"[28, 80]",https://image.tmdb.org/t/p/w500/kU3fVSwiAw9pBsFaUTfLtXnTIAB.jpg,movie,15.9181,23,7.972,18720,111,,['US'],"['martial arts', 'japan', 'kung fu', 'sword', 'yakuza', 'sword fight', 'revenge', 'vigilante', 'female yakuza', 'samurai sword', 'retribution', 'dreary']",8,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:04:27.500000,,0,0,0,3.39490561990562,1,535.0
encomenda para o natal,Anas,0 days 00:08:32,512.0,0.0,0.0,0.0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,encomenda para o natal,Encomenda para o Natal,"[10749, 35]",https://image.tmdb.org/t/p/w500/4mV4WRHGMYjMSL7G7r9PbVGQcxs.jpg,movie,0.5234,4,5.9,80,100,,['PL'],"['courier', 'christmas']",-1,-1,1,0,0,0,0,0,0,5.9865079365079366,0 days 00:08:32,,0,0,0,3.419920634920635,0,512.0
expresso do amanhã,Jose,0 days 00:08:29,106.0,0.0,14.0,389.0,5,,,0,0,1,0,3,1,0,0,0,0,0,0,0,0,2,0,0,3,0,expresso do amanhã,Expresso do Amanhã,"[10765, 18]",https://image.tmdb.org/t/p/w500/mt7mmif11QXf8hsfgDAlOGJwJcV.jpg,tv,28.9054,6,7.377,1386,,4,['US'],"['winter', 'post-apocalyptic future', 'dystopia', 'rebellion', 'train', 'based on graphic novel', 'caste system', 'perpetual winter']",-1,5,0,0,0,0,1,1,0,5.9865079365079366,0 days 00:01:41.800000,,1,0,0,3.3467261904761907,1,509.0
que chegue a você,Anas,0 days 00:08:20,0.0,0.0,0.0,500.0,1,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,que chegue a você,Que Chegue a Você: Kimi ni Todoke,"[16, 18]",https://image.tmdb.org/t/p/w500/swGezgkBg5kQDoc2i3i5PhLqQyM.jpg,tv,38.7385,17,8.4,345,,3,['JP'],"['friendship', 'high school', 'romance', 'slice of life', 'coming of age', 'school', 'based on manga', 'school life', 'heart warming', 'shoujo', 'anime', 'japanese high school', 'hokkaido, japan']",-1,3,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:08:20,,1,0,0,3.3404761904761906,1,500.0
a maldição da mansão bly,Jose,0 days 00:08:14,0.0,0.0,494.0,0.0,2,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,a maldição da mansão bly,A Maldição da Mansão Bly,"[9648, 18]",https://image.tmdb.org/t/p/w500/V6Zy46oHLDSvL3ITh94NbL4OEo.jpg,tv,12.0226,6,7.566,1358,,1,['US'],"['based on novel or book', 'haunted house', 'haunting', 'miniseries', 'gothic', 'ghost', '1980s', 'supernatural horror', 'horror', 'romantic']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:04:07,,1,0,0,3.3363095238095237,1,494.0
parasita,Jose,0 days 00:08:04,0.0,0.0,0.0,484.0,3,,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,parasita,Parasita,"[35, 53, 18]",https://image.tmdb.org/t/p/w500/igw938inb6Fy0YVcwIyxQ7Lu5FO.jpg,movie,34.3936,7,8.493,20332,132,,['KR'],"['dark comedy', 'con artist', 'social commentary', 'working class', 'infiltration', 'psychological thriller', 'class differences', 'family', 'mysterious', 'unemployed', 'shocking', 'thoughtful', 'domestic worker', 'wealthy family', 'complex', 'south korea', 'cautionary', 'caste violence', 'seoul, south korea', 'suspenseful', 'tense', 'witty', 'anti-capitalist', 'best picture winner', 'oscar winner']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:02:41.333333333,,0,0,0,3.2988095238095236,1,484.0
madea e o casamento nas bahamas,Anas,0 days 00:07:50,470.0,0.0,0.0,0.0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,madea e o casamento nas bahamas,Madea e o Casamento nas Bahamas,"[35, 18]",https://image.tmdb.org/t/p/w500/46w5IBQahSTOkoIHF1jPKvbgRH6.jpg,movie,1.9116,1,6.0,86,102,,['US'],"['bahamas', 'dysfunctional family', 'destination wedding']",-1,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:07:50,,0,0,0,3.3772408963585434,0,470.0
kengan ashura,Jose,0 days 00:07:38,435.0,0.0,23.0,0.0,3,,,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,kengan ashura,KENGAN ASHURA,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/q1Nm4it71GroM8cQ41nIJmH8M1D.jpg,tv,16.2896,7,8.3,1024,[23],2,['JP'],"['japan', 'martial arts', 'gladiator', 'challenge', 'based on manga', 'anime', 'blood', 'original net animation (ona)']",-1,5,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:02:32.666666666,,1,0,0,3.5463940648723256,1,458.0
crepúsculo dos deuses,Jose,0 days 00:07:22,0.0,0.0,0.0,442.0,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,crepúsculo dos deuses,Crepúsculo dos Deuses,"[16, 10765, 10759]",https://image.tmdb.org/t/p/w500/pnsX2JgsbQvTHBR6a8yKrGALWcc.jpg,tv,7.5665,2,7.6,145,,1,['US'],"['vikings (norsemen)', 'adult animation', 'norse mythology', 'anime inspired']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:03:41,,1,0,0,3.3001984126984127,1,442.0
power,Jose,0 days 00:06:56,416.0,0.0,0.0,0.0,2,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,power,Power,"[80, 18]",https://image.tmdb.org/t/p/w500/ctftzvyj8b0odco7EoS9VfJhf7K.jpg,tv,28.8893,12,7.7,1271,[60],6,['US'],"['new york city', 'nightclub', 'gangster', 'politics', 'organized crime', 'thug', 'drugs', 'kingpin', 'intense']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:03:28,,1,0,0,3.185846560846561,1,416.0
amor e batatas,Anas,0 days 00:06:46,0.0,0.0,0.0,406.0,1,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,amor e batatas,Amor e Batatas,"[35, 18]",https://image.tmdb.org/t/p/w500/jLsYpsmWuYunFWbje041flWpnGM.jpg,tv,5.9626,1,7.8,57,[75],1,['KR'],"['office', 'romcom', 'romance', 'loving', 'absurd', 'amused']",-1,-1,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:06:46,,1,0,0,3.1436243386243388,0,406.0
record of ragnarok,Jose,0 days 00:06:41,401.0,0.0,0.0,0.0,5,,,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,record of ragnarok,Record of Ragnarok,"[10759, 16, 10765]",https://image.tmdb.org/t/p/w500/m28Ey0LYoeqzx7mdJ25NVUqRueB.jpg,tv,16.5603,5,8.405,1847,,3,['JP'],"['fight', 'mythology', 'god', 'survival', 'tournament', 'historical fiction', 'based on manga', 'combat', 'super power', 'seinen', 'anime', 'valkyrie', 'original net animation (ona)']",-1,5,0,1,0,0,0,1,1,5.9865079365079366,0 days 00:01:20.200000,,1,0,0,3.2717261904761905,1,401.0
romance is a bonus book,Anas,0 days 00:06:22,0.0,0.0,0.0,382.0,1,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,romance is a bonus book,Romance Is a Bonus Book,"[35, 18]",https://image.tmdb.org/t/p/w500/xJh8TVXCNjGA3ZPLJA969JJNoSB.jpg,tv,8.366,7,7.5,98,[65],1,['KR'],"['library', 'soulmates', 'romance', 'business', 'book editor', 'older woman younger man relationship', 'friends in love', 'publishing house', 'cohabitation', 'slow burn romance', 'friends to lovers', 'secret crush', 'sismance']",-1,-1,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:06:22,,1,0,0,3.1565018315018314,0,382.0
os assassinatos de åre,Jose,0 days 00:06:17,0.0,0.0,0.0,377.0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,os assassinatos de åre,Os Assassinatos de Åre,"[18, 80, 9648]",https://image.tmdb.org/t/p/w500/1TUSNZdN1HWSGDMhjre0y33y1Me.jpg,tv,3.1379,1,6.648,125,,1,['SE'],"['detective', 'based on novel or book', 'suspicious', 'suspense', 'thriller']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:06:17,,1,0,0,3.255059523809524,1,377.0
antracite,Jose,0 days 00:06:11,0.0,0.0,371.0,0.0,2,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,antracite,Antracite,"[9648, 80, 18]",https://image.tmdb.org/t/p/w500/qK9dvXKBbgFOXg7O5hAvIobNVLu.jpg,tv,4.7551,2,6.3,99,,1,['FR'],['distressing'],-1,-1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:03:05.500000,,1,0,0,3.250892857142857,0,371.0
solar opposites,Léo,0 days 00:06:11,0.0,0.0,238.0,133.0,2,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,solar opposites,Solar Opposites,"[35, 16, 10765]",https://image.tmdb.org/t/p/w500/nuBD4dlO7gfg4RhW0sS0pTeiYRc.jpg,tv,30.6516,6,7.783,595,,6,['US'],"['alien', 'adult humor', 'adult animation', 'eccentric family', 'queer', 'clinical']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:03:05.500000,,1,0,0,3.250892857142857,1,371.0
o domo de vidro,Jose,0 days 00:05:50,0.0,0.0,0.0,350.0,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,o domo de vidro,O Domo de Vidro,"[18, 80, 9648]",https://image.tmdb.org/t/p/w500/yBr4e9H0rdeAzbZTqlJolseKGjP.jpg,tv,3.6285,1,7.0,144,,1,['SE'],"['small town', 'hostage', 'disappearance', 'intense']",-1,-1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:05:50,,1,0,0,3.2363095238095236,0,350.0
o ritmo da vingança,Jose,0 days 00:05:30,0.0,0.0,0.0,330.0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,o ritmo da vingança,O Ritmo da Vingança,"[28, 53]",https://image.tmdb.org/t/p/w500/jZXUktfFwCT6zrz830SmupHClsV.jpg,movie,2.0261,6,5.507,653,109,,"['ES', 'GB', 'US']","['based on novel or book', 'spy', 'revenge', 'terrorism']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:05:30,,0,0,0,3.2455475462356196,1,330.0
hellboy,Jose,0 days 00:05:14,0.0,0.0,314.0,0.0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,hellboy,Hellboy,"[14, 27, 28, 12]",https://image.tmdb.org/t/p/w500/lmh8wXm6f3z7wcRqQ8NSXrB8tMQ.jpg,movie,5.6102,7,5.6,3667,120,,"['BG', 'US', 'FR']","['london, england', 'countryside', 'secret society', 'based on comic', 'reboot', 'aftercreditsstinger', 'duringcreditsstinger', 'aggressive', 'tijuana, mexico', 'nazi occultism', 'father son relationship', 'lucha libre', 'baba yaga', 'ailuranthropy', 'arthurian mythology']",-1,5,0,1,0,0,0,1,0,5.9865079365079366,0 days 00:05:14,,0,0,0,3.2113095238095237,1,314.0
natal sob a aurora boreal,Anas,0 days 00:04:57,0.0,0.0,0.0,297.0,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,natal sob a aurora boreal,Natal Sob a Aurora Boreal,"[10770, 10749, 35]",https://image.tmdb.org/t/p/w500/5kpcU0RtWMSVX76AtxsxVITaOQD.jpg,movie,0.9388,2,6.2,26,89,,"['CA', 'US']",[],-1,-1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:04:57,,0,0,0,3.271343855894418,0,297.0
1883,Jose,0 days 00:04:47,0.0,0.0,0.0,287.0,2,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1883,1883,"[18, 37]",https://image.tmdb.org/t/p/w500/waLbm384SQDwLTCn6ttPqQS5kfV.jpg,tv,21.0425,5,8.258,888,,1,['US'],"['texas', 'frontier', 'miniseries', 'family drama', 'historical', 'convoy', 'wild west', 'indian attack', 'civil war veteran', 'wagon', 'journey', 'pinkertons', '19th century', 'oregon trail', 'riveting', 'dramatic', 'violence']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:02:23.500000,,1,0,0,3.192559523809524,1,287.0
homeland,Jose,0 days 00:04:45,285.0,0.0,0.0,0.0,2,,,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,homeland,Homeland - Segurança Nacional,"[18, 10768, 80]",https://image.tmdb.org/t/p/w500/1hFGIgADHv24zyuDpByQNqspED5.jpg,tv,106.2917,15,7.585,2526,,8,['US'],"['central intelligence agency (cia)', 'war on terror', 'espionage', 'conspiracy', 'marine', 'psychological thriller', 'terrorism', 'national security', 'political thriller', 'political', 'psychological', 'conspiracy thriller', 'political conspiracy', 'absurd', 'hum', 'melodramatic']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:02:22.500000,,1,0,0,3.191170634920635,1,285.0
brick,Jose,0 days 00:04:24,0.0,0.0,0.0,264.0,3,,,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,brick,Brick,"[53, 878]",https://image.tmdb.org/t/p/w500/73VFU1frjqS2XmSD8FCvADADf7M.jpg,movie,3.6989,1,5.781,695,99,,['DE'],"['conspiracy theory', 'trapped', 'estranged couple', 'brick wall', 'secret military program', 'huis clos', 'cliché']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:01:28,,0,1,0,3.2154761904761906,1,264.0
jujutsu kaisen,Jose,0 days 00:04:10,250.0,0.0,0.0,0.0,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,jujutsu kaisen,Jujutsu Kaisen,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/8R1mMSC1gX1cg5ed7ns49JOEqw3.jpg,tv,280.6589,6,8.558,4280,[24],1,['JP'],"['martial arts', 'exorcism', 'secret organization', 'sorcery', 'supernatural', 'possession', 'paranormal', 'curse', 'tragedy', 'sorcerer', 'school', 'bromance', 'based on manga', 'spirit', 'demon', 'demonic possession', 'macabre', 'dark fantasy', 'school life', 'youkai', 'shounen', 'frantic', 'anime', 'japanese high school', 'occultism', 'supernatural ability', 'urban fantasy', 'cursed object', 'sentimental', 'defiant']",-1,3,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:04:10,,1,0,0,3.28260582010582,1,250.0
kurukshetra,Jose,0 days 00:04:09,0.0,0.0,0.0,249.0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,kurukshetra,Kurukshetra,"[28, 80, 18]",https://image.tmdb.org/t/p/w500/1Htj8whWO1haeqerbgWr7VVYxq7.jpg,movie,0.5876,26,6.4,9,129,,['IN'],[],-1,-1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:04:09,,0,0,0,3.1541066814322627,0,249.0
